,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
512,RJ,Rajasthan,RJ_Bharatpur,Bharatpur,4467,182,4204,81,0,0,0,0,0,,
513,RJ,Rajasthan,RJ_Bhilwara,Bhilwara,4565,381,4162,22,0,0,0,0,0,,
514,RJ,Rajasthan,RJ_Bikaner,Bikaner,7066,462,6489,115,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,85,0,85,0,0,0,0,0,0,,
515,RJ,Rajasthan,RJ_Bundi,Bundi,1255,90,1158,7,0,0,0,0,0,,
516,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,1800,191,1591,18,0,0,0,0,0,,
517,RJ,Rajasthan,RJ_Churu,Churu,1959,231,1714,14,0,0,0,0,0,,
518,RJ,Rajasthan,RJ_Dausa,Dausa,1131,130,992,9,0,0,0,0,0,,
519,RJ,Rajasthan,RJ_Dholpur,Dholpur,3008,89,2894,25,0,0,0,0,0,,
520,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,1921,156,1749,16,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Evacuees,Evacuees,61,0,61,0,0,0,0,0,0,,
521,RJ,Rajasthan,RJ_Ganganagar,Ganganagar,1614,268,1329,17,0,0,0,0,0,,
522,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,1008,205,799,4,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Italians,Italians,2,0,2,0,0,0,0,0,0,,
523,RJ,Rajasthan,RJ_Jaipur,Jaipur,22758,8249,14184,325,0,0,0,0,0,,
524,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,890,135,744,11,0,0,0,0,0,,
525,RJ,Rajasthan,RJ_Jalore,Jalore,2551,388,2141,22,0,0,0,0,0,,
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,2440,107,2322,11,0,0,0,0,0,,
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,1860,299,1548,13,0,0,0,0,0,,
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,21163,4689,16327,147,0,0,0,0,0,,
529,RJ,Rajasthan,RJ_Karauli,Karauli,949,148,790,11,0,0,0,0,0,,
530,RJ,Rajasthan,RJ_Kota,Kota,9222,1307,7812,103,0,0,0,0,0,,
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,3798,161,3589,48,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Other State,Other State,189,0,150,39,0,0,0,0,0,,
532,RJ,Rajasthan,RJ_Pali,Pali,6042,389,5588,65,0,0,0,0,0,,
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,823,76,735,12,0,0,0,0,0,,
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,1957,247,1686,24,0,0,0,0,0,,
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,938,98,821,19,0,0,0,0,0,,
536,RJ,Rajasthan,RJ_Sikar,Sikar,4254,418,3802,34,0,0,0,0,0,,
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,2096,250,1824,22,0,0,0,0,0,,
538,RJ,Rajasthan,RJ_Tonk,Tonk,1365,201,1143,21,0,0,0,0,0,,
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,4768,520,4198,50,0,0,0,0,0,,
540,SK,Sikkim,SK_East Sikkim,East Sikkim,1446,337,1106,3,0,0,0,0,0,,
541,SK,Sikkim,SK_North Sikkim,North Sikkim,1,0,1,0,0,0,0,0,0,,
542,SK,Sikkim,SK_South Sikkim,South Sikkim,475,402,73,0,0,0,0,0,0,,
543,SK,Sikkim,SK_West Sikkim,West Sikkim,87,72,15,0,0,0,0,0,0,,
0,TG,Telangana,TG_Foreign Evacuees,Foreign Evacuees,33,33,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
0,TG,Telangana,TG_Other State,Other State,250,250,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
576,TG,Telangana,TG_Adilabad,Adilabad,1686,1671,15,0,0,24,24,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,4239,4235,4,0,0,71,71,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
578,TG,Telangana,TG_Hyderabad,Hyderabad,62132,61804,305,23,0,291,291,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
579,TG,Telangana,TG_Jagtial,Jagtial,3810,3808,2,0,0,45,45,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
580,TG,Telangana,TG_Jangaon,Jangaon,2402,2401,1,0,0,31,31,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,1393,1393,0,0,0,24,24,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,2601,2575,25,1,0,22,22,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
583,TG,Telangana,TG_Kamareddy,Kamareddy,3975,3967,8,0,0,56,56,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
584,TG,Telangana,TG_Karimnagar,Karimnagar,8926,8910,16,0,0,114,114,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
585,TG,Telangana,TG_Khammam,Khammam,6190,6187,3,0,0,85,85,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,986,984,2,0,0,16,16,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,3751,3750,1,0,0,36,36,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,3299,3291,8,0,0,31,31,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
589,TG,Telangana,TG_Mancherial,Mancherial,3329,3328,0,1,0,30,30,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
590,TG,Telangana,TG_Medak,Medak,2344,2340,4,0,0,29,29,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,11851,11841,9,1,0,150,150,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
592,TG,Telangana,TG_Mulugu,Mulugu,1463,1461,2,0,0,28,28,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,2701,2699,2,0,0,28,28,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
594,TG,Telangana,TG_Nalgonda,Nalgonda,7738,7726,12,0,0,124,124,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
595,TG,Telangana,TG_Narayanpet,Narayanpet,804,803,0,1,0,6,6,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
596,TG,Telangana,TG_Nirmal,Nirmal,1606,1593,13,0,0,25,25,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
597,TG,Telangana,TG_Nizamabad,Nizamabad,6063,6033,30,0,0,66,66,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
598,TG,Telangana,TG_Peddapalli,Peddapalli,3834,3833,1,0,0,43,43,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,3313,3311,2,0,0,55,55,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,16456,16437,17,2,0,156,156,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
601,TG,Telangana,TG_Sangareddy,Sangareddy,5361,5355,6,0,0,42,42,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
602,TG,Telangana,TG_Siddipet,Siddipet,5152,5151,1,0,0,76,76,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
603,TG,Telangana,TG_Suryapet,Suryapet,4576,4552,24,0,0,65,65,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
604,TG,Telangana,TG_Vikarabad,Vikarabad,1395,1379,15,1,0,26,26,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,2368,2368,0,0,0,25,25,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,2314,2314,0,0,0,32,32,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,8002,7979,23,0,0,63,63,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,2476,2476,0,0,0,34,34,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
0,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,428,2,426,0,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,1889,25,1863,1,0,5,4,1,0,,
0,TN,Tamil Nadu,TN_Other State,Other State,0,-3,0,3,0,0,0,0,0,,
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,3892,241,3611,40,0,41,37,3,1,,
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,37150,2599,33980,571,0,405,101,297,7,,
545,TN,Tamil Nadu,TN_Chennai,Chennai,172773,12286,157216,3271,0,1358,-28,1374,12,[July 22]: 444 backdated deceased entries added to Chennai in TN bulletin.,
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,34089,4888,28739,462,0,478,170,301,7,,
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,20739,1435,19067,237,0,141,15,125,1,,
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,4074,764,3280,30,0,60,-129,188,1,,
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,9007,361,8480,166,0,38,-30,68,0,,
550,TN,Tamil Nadu,TN_Erode,Erode,7395,1113,6189,93,0,131,-19,148,2,,
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,9369,349,8922,98,0,30,-8,37,1,,
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,22536,893,21317,326,0,119,18,100,1,,
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,13129,803,12101,225,0,118,11,106,1,,
553,TN,Tamil Nadu,TN_Karur,Karur,3267,430,2796,41,0,55,-43,98,0,,
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,4919,788,4062,69,0,69,-20,86,3,,
555,TN,Tamil Nadu,TN_Madurai,Madurai,16914,708,15813,393,0,84,35,47,2,,
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,5410,432,4893,85,0,22,-37,58,1,,
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,6087,1063,4948,76,0,177,10,167,0,,
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,4581,809,3744,28,0,122,-34,153,3,,
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,1906,116,1770,20,0,11,-12,23,0,,
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,9407,691,8572,144,0,74,-22,95,1,,
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,5609,160,5329,120,0,22,2,19,1,,
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,13670,457,13052,161,0,70,10,60,0,,
561,TN,Tamil Nadu,TN_Salem,Salem,21049,2692,18010,347,0,360,51,306,3,,
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,5304,237,4946,121,0,36,7,29,0,,
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,7483,349,6991,143,0,39,-18,54,3,,
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,12143,1591,10367,185,0,243,-69,311,1,,
565,TN,Tamil Nadu,TN_Theni,Theni,15173,501,14493,179,0,60,-9,67,2,,
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,33303,1727,31016,560,0,199,43,153,3,,
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,7746,981,6691,74,0,146,18,128,0,,
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,13698,544,13031,123,0,55,3,51,1,,
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,10842,750,9937,155,0,61,17,41,3,,
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,13023,819,12005,199,0,71,-30,101,0,,
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,5299,483,4715,101,0,83,-2,83,2,,
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,8852,1401,7307,144,0,154,-89,241,2,,
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,15892,831,14826,235,0,105,-35,140,0,,
573,TN,Tamil Nadu,TN_Vellore,Vellore,15337,841,14248,248,0,130,-16,145,1,,
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,12042,738,11206,98,0,59,-65,124,0,,
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,14570,225,14133,212,0,58,28,30,0,,
609,TR,Tripura,TR_Dhalai,Dhalai,2853,617,2225,10,1,36,-8,44,0,,
610,TR,Tripura,TR_Gomati,Gomati,3167,663,2472,31,1,34,-42,76,0,,
611,TR,Tripura,TR_Khowai,Khowai,1658,166,1467,25,0,9,0,8,1,,
612,TR,Tripura,TR_North Tripura,North Tripura,2332,673,1638,14,7,21,4,17,0,,
613,TR,Tripura,TR_Sipahijala,Sipahijala,2579,163,2393,23,0,15,-1,16,0,,
614,TR,Tripura,TR_South Tripura,South Tripura,2685,828,1839,15,3,66,-26,91,1,,
615,TR,Tripura,TR_Unokoti,Unokoti,1954,523,1416,15,0,29,-25,53,1,,
616,TR,Tripura,TR_West Tripura,West Tripura,9643,1538,7937,157,11,112,-97,208,1,,
617,UP,Uttar Pradesh,UP_Agra,Agra,5939,615,5195,129,0,58,-12,70,0,,
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,8531,885,7609,37,0,49,-29,78,0,,
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,1499,174,1297,28,0,21,13,8,0,,
620,UP,Uttar Pradesh,UP_Amethi,Amethi,2508,271,2216,21,0,44,23,20,1,,
621,UP,Uttar Pradesh,UP_Amroha,Amroha,2949,490,2418,41,0,57,-8,64,1,,
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,2367,236,2099,32,0,25,-4,29,0,,
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,6257,776,5406,75,0,48,-21,68,1,,
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,4649,439,4142,68,0,43,19,22,2,,
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,1336,124,1188,24,0,15,9,6,0,,
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,3169,304,2807,58,0,20,-7,27,0,,
626,UP,Uttar Pradesh,UP_Ballia,Ballia,6047,509,5456,82,0,40,-21,60,1,,
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,1598,171,1404,23,0,8,3,5,0,,
628,UP,Uttar Pradesh,UP_Banda,Banda,2189,329,1837,23,0,28,-6,33,1,,
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,6411,519,5821,71,0,47,-6,53,0,,
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,10722,1599,8983,140,0,72,-18,89,1,,
631,UP,Uttar Pradesh,UP_Basti,Basti,3744,418,3253,73,0,32,-8,40,0,,
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,1708,188,1507,13,0,16,3,13,0,,
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,3167,366,2758,43,0,14,-24,38,0,,
634,UP,Uttar Pradesh,UP_Budaun,Budaun,2836,237,2563,36,0,19,-8,27,0,,
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,3779,413,3303,63,0,35,-65,100,0,,
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,3327,256,3038,33,0,20,-17,36,1,,
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,1348,100,1238,10,0,17,-21,38,0,,
638,UP,Uttar Pradesh,UP_Deoria,Deoria,5758,283,5402,73,0,34,-2,36,0,,
639,UP,Uttar Pradesh,UP_Etah,Etah,1826,304,1509,13,0,10,-25,35,0,,
640,UP,Uttar Pradesh,UP_Etawah,Etawah,4180,423,3692,65,0,31,-34,65,0,,
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,3276,1170,2063,43,0,83,55,28,0,,
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,2345,325,1974,46,0,16,15,0,1,,
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,2724,206,2461,57,0,19,11,8,0,,
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,13731,1333,12342,56,0,167,-205,371,1,,
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,14977,1739,13159,79,0,212,-17,229,0,,
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,3916,189,3675,52,0,22,-1,23,0,,
648,UP,Uttar Pradesh,UP_Gonda,Gonda,3915,324,3544,47,0,29,-8,37,0,,
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,16231,1796,14172,263,0,186,42,142,2,,
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,1090,118,954,18,0,14,4,10,0,,
651,UP,Uttar Pradesh,UP_Hapur,Hapur,2795,346,2402,47,0,36,8,27,1,,
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,4709,469,4162,78,0,42,1,39,2,,
653,UP,Uttar Pradesh,UP_Hathras,Hathras,1007,54,946,7,0,7,-18,25,0,,
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,2370,275,2065,30,0,24,-17,41,0,,
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,5193,434,4692,67,0,21,-101,121,1,,
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,7424,611,6651,162,0,46,-41,85,2,,
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,2526,144,2350,32,0,8,-27,35,0,,
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,1732,332,1376,24,0,11,7,4,0,,
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,25709,2991,22039,679,0,160,-15,168,7,,
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,1361,132,1226,3,0,11,8,3,0,,
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,1578,153,1404,21,0,11,-1,12,0,,
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,4889,365,4477,47,0,24,-27,51,0,,
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,5689,1016,4621,52,0,139,12,126,1,,
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,2596,366,2191,39,0,10,6,4,0,,
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,54912,5892,48289,731,0,525,-151,669,7,,
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,4799,370,4356,73,0,41,24,17,0,,
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,891,105,777,9,0,21,8,13,0,,
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,2808,194,2568,46,0,28,-5,31,2,,
669,UP,Uttar Pradesh,UP_Mathura,Mathura,4129,457,3582,90,0,34,-5,37,2,,
670,UP,Uttar Pradesh,UP_Mau,Mau,2489,240,2222,27,0,17,-10,26,1,,
671,UP,Uttar Pradesh,UP_Meerut,Meerut,10428,2052,8117,259,0,161,-45,203,3,,
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,2501,178,2297,26,0,5,-19,24,0,,
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,8916,1192,7577,147,0,68,-53,120,1,,
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,5063,852,4138,73,0,49,-40,89,0,,
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,3538,183,3288,67,0,17,-5,22,0,,
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,3788,336,3409,43,0,17,-42,59,0,,
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,19994,2165,17545,284,0,181,-401,580,2,,
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,3001,479,2437,85,0,74,21,53,0,,
679,UP,Uttar Pradesh,UP_Rampur,Rampur,4753,211,4498,44,0,20,-1,21,0,,
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,7125,1033,5987,105,0,21,-151,171,1,,
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,2318,244,2035,39,0,5,-6,11,0,,
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,2656,184,2434,38,0,15,9,6,0,,
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,5767,444,5242,81,0,26,-25,50,1,,
684,UP,Uttar Pradesh,UP_Shamli,Shamli,2496,276,2199,21,0,68,41,27,0,,
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,1006,76,918,12,0,2,-3,5,0,,
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,3230,295,2902,33,0,21,-1,22,0,,
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,3635,280,3308,47,0,19,-6,25,0,,
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,2974,488,2454,32,0,33,0,33,0,,
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,3326,305,2966,55,0,43,12,29,2,,
690,UP,Uttar Pradesh,UP_Unnao,Unnao,3559,546,2944,69,0,21,-3,24,0,,
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,14737,1991,12476,270,0,207,-6,210,3,,
692,UT,Uttarakhand,UT_Almora,Almora,1543,209,1322,8,4,0,-25,25,0,,
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,680,124,552,4,0,26,25,1,0,,
694,UT,Uttarakhand,UT_Chamoli,Chamoli,1139,279,857,0,3,48,31,17,0,,
695,UT,Uttarakhand,UT_Champawat,Champawat,878,255,619,4,0,30,30,0,0,,
696,UT,Uttarakhand,UT_Dehradun,Dehradun,13946,2771,10809,313,53,472,314,158,0,,
697,UT,Uttarakhand,UT_Haridwar,Haridwar,9800,1719,7946,100,35,164,135,28,1,,
698,UT,Uttarakhand,UT_Nainital,Nainital,6120,824,5152,117,27,89,42,46,1,,
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,2098,660,1395,20,23,58,36,22,0,,
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,1115,270,840,5,0,29,29,0,0,,
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,758,162,593,2,1,30,-7,37,0,,
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,2634,623,1999,4,8,196,178,18,0,,
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,8603,658,7801,66,78,175,153,20,2,,
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,2167,535,1602,9,21,102,82,20,0,,
705,WB,West Bengal,WB_Alipurduar,Alipurduar,4899,500,4341,58,0,39,-22,59,2,,
706,WB,West Bengal,WB_Bankura,Bankura,5765,552,5154,59,0,56,-31,87,0,,
707,WB,West Bengal,WB_Birbhum,Birbhum,4160,498,3630,32,0,57,-25,82,0,,
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,6145,703,5402,40,0,98,-5,103,0,,
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,5544,316,5193,35,0,54,-16,69,1,,
710,WB,West Bengal,WB_Darjeeling,Darjeeling,8279,734,7432,113,0,95,-1,95,1,,
711,WB,West Bengal,WB_Hooghly,Hooghly,13432,1186,12013,233,0,172,2,165,5,,
712,WB,West Bengal,WB_Howrah,Howrah,19078,1328,17162,588,0,189,41,142,6,,
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,6369,598,5710,61,0,87,37,49,1,,
714,WB,West Bengal,WB_Jhargram,Jhargram,919,226,684,9,0,32,31,1,0,,
715,WB,West Bengal,WB_Kalimpong,Kalimpong,1031,153,871,7,0,12,12,0,0,,
716,WB,West Bengal,WB_Kolkata,Kolkata,59197,5712,51718,1767,0,765,122,626,17,,
717,WB,West Bengal,WB_Malda,Malda,7105,590,6459,56,0,91,63,28,0,,
719,WB,West Bengal,WB_Murshidabad,Murshidabad,6279,762,5450,67,0,98,22,76,0,,
720,WB,West Bengal,WB_Nadia,Nadia,7850,1043,6708,99,0,114,6,107,1,,
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,54182,6089,46923,1170,0,741,160,562,19,,
0,WB,West Bengal,WB_Other State,Other State,66,0,63,3,0,0,0,0,0,,
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,7474,746,6657,71,0,78,-52,128,2,,
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,10226,1038,9042,146,0,63,-88,149,2,,
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,5266,656,4556,54,0,98,47,51,0,,
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,11317,1168,10011,138,0,132,-6,135,3,,
725,WB,West Bengal,WB_Purulia,Purulia,3693,539,3135,19,0,46,-7,53,0,,
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,18253,1898,16025,330,0,203,25,177,1,,
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,3802,404,3359,39,0,37,-6,42,1,,
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,3816,154,3609,53,0,0,0,0,0,,
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
731,AS,Assam,AS_Unknown,Unknown,78098,-27771,105621,245,3,0,0,0,0,,
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
733,CH,Chandigarh,CH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
734,CT,Chhattisgarh,CT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
737,DL,Delhi,DL_Unknown,Unknown,289825,23966,260350,5509,0,0,0,0,0,,
738,GA,Goa,GA_Unknown,Unknown,28521,1297,26966,258,0,0,0,0,0,,
739,GJ,Gujarat,GJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
